timestamp,ambient (ground),tank (left),ambient (tank),tank (right),line (outer),line (inner)
1564274099.56,515,596,521,603,521,476
1564274100.56,515,596,521,603,521,476
1564274101.57,515,596,520,603,521,476
1564274102.57,515,597,520,603,521,476
1564274103.57,515,596,519,603,521,476
1564274104.57,515,596,519,603,520,476
1564274105.58,515,596,519,603,520,476
1564274106.57,515,596,518,603,520,476
1564274107.58,515,596,518,603,520,476
1564274108.58,515,596,517,603,520,476
1564274109.58,515,596,517,603,520,476
1564274110.58,515,596,517,603,520,476
1564274111.58,515,597,518,602,520,476
1564274112.59,515,596,518,603,520,476
1564274113.59,515,596,518,603,521,476
1564274114.59,515,596,518,603,520,476
1564274115.59,515,596,518,603,520,476
1564274116.6,515,596,518,603,520,476
1564274117.6,515,596,518,603,520,476
1564274118.6,515,596,519,603,520,476
1564274119.6,515,596,518,603,520,476
1564274120.6,515,596,518,602,520,476
1564274121.61,515,596,518,603,520,476
1564274122.61,515,596,518,603,520,476
1564274123.61,515,596,518,603,520,476
1564274124.61,515,596,519,603,520,476
1564274125.61,515,596,519,603,521,476
1564274126.61,515,596,519,602,520,476
1564274127.62,516,595,519,603,520,475
1564274128.62,515,596,519,603,520,476
1564274129.62,515,596,519,602,520,476
1564274130.62,515,596,520,603,520,476
1564274131.62,515,596,520,602,520,476
1564274132.63,515,596,520,603,520,476
1564274133.63,516,596,520,603,520,476
1564274134.63,515,596,520,602,520,475
1564274135.63,515,596,521,603,520,476
1564274136.64,515,596,520,603,520,476
1564274137.64,515,596,520,602,520,476
1564274138.64,515,596,521,603,520,476
1564274139.64,515,596,521,603,520,476
1564274140.64,515,596,520,603,520,475
1564274141.65,515,596,520,603,520,476
1564274142.65,515,596,520,603,520,475
1564274143.65,515,596,520,602,520,476
1564274144.65,515,596,520,603,520,476
1564274145.65,515,596,520,603,520,475
1564274146.66,515,596,519,602,520,476
1564274147.66,515,596,519,602,520,476
1564274148.66,515,596,519,603,520,475
1564274149.66,515,596,518,603,520,476
1564274150.66,515,596,519,603,520,476
1564274151.66,515,596,519,603,520,476
1564274152.67,515,596,519,603,521,476
1564274153.67,515,596,519,603,520,476
1564274154.67,515,596,519,603,520,476
1564274155.67,515,596,519,602,520,476
1564274156.68,515,596,518,602,520,476
1564274157.68,515,596,518,603,520,476
1564274158.68,515,596,518,603,520,476
1564274159.68,515,596,518,603,520,476
1564274160.68,515,596,519,602,520,476
1564274161.69,515,596,519,603,520,476
1564274162.69,515,596,519,603,520,476
1564274163.69,515,596,520,603,521,476
1564274164.69,515,596,521,602,521,476
1564274165.69,515,595,521,603,521,476
1564274166.7,515,596,521,603,520,477
1564274167.7,515,596,521,603,521,476
1564274168.7,515,596,521,602,520,476
1564274169.7,514,596,521,602,521,477
1564274170.7,514,596,520,603,521,477
1564274171.7,515,596,519,602,521,476
1564274172.71,514,596,518,603,520,476
1564274173.71,514,596,517,603,520,476
1564274174.71,514,596,516,602,520,476
1564274175.71,514,595,515,602,520,475
1564274176.71,514,596,514,602,520,476
1564274177.72,515,596,513,602,520,475
1564274178.72,515,595,513,602,520,475
1564274179.72,514,596,512,603,520,475
1564274180.72,514,596,512,602,520,476
1564274181.73,514,596,511,602,520,476
1564274182.73,514,596,511,602,520,475
1564274183.73,514,596,511,602,520,475
1564274184.73,514,596,510,602,520,476
1564274185.73,514,596,510,602,519,475
1564274186.74,514,596,510,602,519,475
1564274187.74,514,596,510,602,520,475
1564274188.74,514,595,510,602,520,475
1564274189.74,514,596,510,602,520,475
1564274190.74,514,596,510,602,519,475
1564274191.74,514,595,511,602,520,475
1564274192.75,514,596,511,602,520,475
1564274193.75,514,595,511,602,520,475
1564274194.75,514,596,511,602,520,475
1564274195.75,514,596,512,602,520,475
1564274196.75,514,596,512,602,519,475
1564274197.76,514,595,512,602,519,475
1564274198.76,514,596,513,602,519,475
1564274199.76,514,596,512,602,519,475
1564274200.76,514,596,512,602,519,475
1564274201.77,514,595,512,602,519,475
1564274202.77,514,596,511,602,519,475
1564274203.77,514,596,512,602,519,475
1564274204.77,514,596,512,602,519,475
1564274205.77,514,595,512,602,519,474
1564274206.78,514,596,512,602,519,474
1564274207.77,514,596,512,602,519,474
1564274208.78,514,595,511,602,519,475
1564274209.78,514,595,512,602,519,475
1564274210.78,514,596,512,602,519,475
1564274211.78,514,596,512,602,519,474
1564274212.79,514,596,513,602,519,475
1564274213.79,514,595,513,602,519,474
1564274214.79,514,596,513,602,519,474
1564274215.79,514,596,513,601,519,475
1564274216.79,514,595,513,602,519,475
1564274217.8,514,595,513,602,519,474
1564274218.8,514,595,513,602,519,474
1564274219.8,514,595,513,602,519,474
1564274220.8,514,595,514,602,519,474
1564274221.8,514,595,514,602,519,474
1564274222.81,515,595,514,602,519,474
1564274223.81,514,595,515,601,519,474
1564274224.81,514,595,515,602,519,474
1564274225.81,514,595,515,602,519,474
1564274226.82,515,596,515,602,519,474
1564274227.82,514,596,515,602,519,475
1564274228.82,514,595,515,602,519,474
1564274229.82,514,595,515,602,519,474
1564274230.82,514,595,515,602,519,474
1564274231.82,514,595,516,601,519,475
1564274232.83,515,596,516,602,518,474
1564274233.83,514,595,516,602,519,474
1564274234.83,514,595,516,602,518,474
1564274235.83,515,595,517,602,518,474
1564274236.83,514,595,517,602,519,474
1564274237.84,514,595,517,602,518,474
1564274238.84,515,595,517,602,518,474
1564274239.84,514,595,517,602,518,474
1564274240.84,514,595,517,602,518,474
1564274241.84,514,595,517,602,518,474
1564274242.85,515,595,517,602,518,474
1564274243.85,514,595,517,602,518,474
1564274244.85,514,595,517,601,518,474
1564274245.85,514,596,518,602,518,474
1564274246.86,514,596,518,601,519,474
1564274247.86,515,595,517,602,518,474
1564274248.86,514,595,518,602,518,474
1564274249.86,514,595,517,602,518,474
1564274250.86,515,595,518,601,518,474
1564274251.86,515,595,518,602,518,474
1564274252.86,515,595,518,601,518,474
1564274253.87,514,595,517,602,518,474
1564274254.87,515,595,517,601,518,474
1564274255.87,515,595,517,602,518,474
1564274256.87,514,595,517,601,518,474
1564274257.88,514,595,517,602,518,474
1564274258.88,514,595,516,602,518,474
1564274259.88,515,595,516,602,518,474
1564274260.88,515,595,516,601,518,474
1564274261.88,515,595,516,601,518,474
1564274262.89,514,595,516,602,518,474
1564274263.89,514,595,516,602,518,473
1564274264.89,514,595,515,602,518,474
1564274265.89,514,595,515,602,518,473
1564274266.89,515,595,515,601,518,473
1564274267.9,515,595,515,601,518,473
1564274268.9,514,595,514,602,518,473
1564274269.9,514,595,513,602,517,473
1564274270.9,514,595,514,602,517,473
1564274271.91,514,595,513,601,517,473
1564274272.9,515,595,513,601,517,473
1564274273.91,514,595,513,601,517,473
1564274274.91,514,595,513,602,517,473
1564274275.91,514,595,513,601,517,473
1564274276.91,515,595,512,601,517,473
1564274277.92,514,595,511,602,517,473
1564274278.92,514,595,510,601,517,473
1564274279.92,514,595,510,601,517,473
1564274280.92,514,595,509,601,517,472
1564274281.92,514,595,509,601,517,473
1564274282.93,514,595,509,601,517,473
1564274283.93,514,595,508,601,517,473
1564274284.93,514,595,508,602,517,473
1564274285.93,514,595,508,602,517,473
1564274286.93,514,595,508,602,517,472
1564274287.94,514,595,507,601,517,472
1564274288.94,514,595,507,602,517,472
1564274289.94,514,595,507,601,517,472
1564274290.94,514,595,507,601,517,473
1564274291.95,514,595,508,601,517,473
1564274292.94,514,595,508,601,517,473
1564274293.95,514,595,508,601,517,473
1564274294.95,514,595,507,601,517,473
1564274295.95,513,595,509,601,517,473
1564274296.95,514,595,509,601,517,473
1564274297.95,514,594,510,601,517,472
1564274298.96,514,595,510,601,517,473
1564274299.96,514,595,510,601,517,473
1564274300.96,514,595,510,601,517,473
1564274301.96,514,594,510,601,517,472
1564274302.97,514,595,509,601,516,472
1564274303.97,514,595,509,601,516,472
1564274304.97,514,595,509,601,516,472
1564274305.97,513,595,509,601,516,472
1564274306.97,514,595,508,601,517,472
1564274307.98,514,595,508,601,516,472
1564274483.6,513,595,508,602,513,469
1564274484.54,513,593,508,599,513,469
1564274485.54,513,595,507,601,513,470
1564274486.55,513,592,507,598,513,469
1564274487.55,513,590,507,601,514,469
1564274488.55,513,593,506,599,513,469
1564274489.55,513,594,506,600,513,469
1564274490.56,513,593,506,601,513,469
1564274491.56,513,593,506,601,513,469
1564274492.56,513,594,507,598,514,470
1564274493.56,513,592,507,598,513,469
1564274494.56,515,592,507,601,512,469
1564274495.57,513,594,507,599,513,469
1564274496.57,514,594,507,600,513,469
1564274497.57,513,590,507,599,513,469
1564274498.57,513,594,508,599,513,469
1564274499.57,513,594,508,598,513,469
1564274500.58,513,593,508,598,513,469
1564274501.58,513,594,508,601,513,468
1564274502.58,513,593,508,598,513,469
1564274503.58,514,591,508,599,513,468
1564274504.58,513,593,508,599,513,469
1564274505.58,513,593,507,602,512,469
1564274506.59,514,593,507,599,512,469
1564274507.59,514,593,506,600,513,468
1564274508.59,514,594,504,602,512,469
1564274509.59,513,594,506,597,513,468
1564274510.59,513,595,505,599,512,468
1564274511.6,514,594,505,598,513,468
1564274512.6,513,594,505,600,513,469
1564274513.6,514,593,504,596,512,468
1564274514.6,513,593,504,600,512,468
1564274515.61,514,592,504,600,512,468
1564274516.61,514,591,504,598,512,468
1564274517.61,514,593,504,601,512,468
1564274518.61,515,593,504,598,512,468
1564274519.61,514,594,504,598,513,468
1564274520.62,514,593,504,599,512,468
1564274521.62,513,594,504,599,513,469
1564274522.62,512,592,504,600,513,468
1564274523.62,514,593,504,600,513,469
1564274524.62,514,593,505,600,513,468
1564274525.62,514,593,504,599,513,468
1564274526.63,514,593,505,600,513,469
1564274527.63,514,593,506,600,512,468
1564274528.63,514,593,506,599,513,469
1564274529.63,514,593,507,600,512,469
1564274530.63,514,593,507,600,512,468
1564274531.64,514,593,507,600,512,468
1564274532.64,514,593,507,600,512,468
1564274533.64,514,593,507,599,512,469
1564274534.64,514,593,508,599,512,468
1564274535.65,514,593,508,599,512,468
1564274536.65,514,593,507,600,512,468
1564274537.65,514,593,508,599,512,468
1564274538.65,514,593,508,599,512,468
1564274539.65,514,593,509,599,513,468
1564274540.66,514,593,509,599,512,468
1564274541.66,514,593,508,599,512,468
1564274542.66,514,593,509,599,512,468
1564274543.66,514,593,509,599,512,468
1564274544.66,515,593,510,599,512,468
1564274545.66,514,593,510,599,512,468
1564274546.67,515,593,511,599,512,468
1564274547.67,514,593,510,599,512,468
1564274548.67,514,593,511,599,512,468
1564274549.67,515,593,511,599,513,468
1564274550.67,514,593,512,599,512,468
1564274551.68,515,593,512,599,512,468
1564274552.68,515,593,512,599,512,468
1564274553.68,515,593,512,599,512,468
1564274554.68,515,593,511,599,512,468
1564274555.68,515,593,511,599,513,468
1564274556.69,515,593,511,599,513,468
1564274557.69,515,593,511,599,513,468
1564274558.69,515,593,511,599,513,468
1564274559.69,515,593,511,599,512,468
1564274560.7,515,593,511,599,513,468
1564274561.7,515,593,511,599,512,468
1564274562.7,515,593,511,599,512,468
1564274563.7,515,593,510,599,512,468
1564274564.7,515,593,510,599,512,468
1564274565.7,515,593,510,599,512,468
1564274566.7,515,593,510,599,512,469
1564274567.71,515,593,511,599,512,468
1564274568.71,515,594,510,599,512,469
1564274569.71,515,593,511,599,512,469
1564274570.71,515,593,511,599,512,469
1564274571.72,515,593,512,599,512,469
1564274572.72,514,593,512,599,512,469
1564274573.72,514,593,512,599,512,469
1564274574.72,514,593,512,599,512,469
1564274575.72,514,594,512,599,512,469
1564274576.73,514,593,513,599,512,469
1564274577.73,514,594,513,599,512,469
1564274578.73,515,595,513,599,512,469
1564274579.73,514,595,513,599,512,468
1564274580.73,514,594,513,599,512,468
1564274581.74,514,594,512,599,512,468
1564274582.74,514,594,512,599,512,468
1564274583.74,514,595,512,599,512,468
1564274584.74,514,595,513,599,512,468
1564274585.74,514,595,513,599,512,468
1564274586.74,514,595,513,599,512,468
1564274587.75,514,595,513,599,512,469
1564274588.75,514,595,513,599,512,468
1564274589.75,514,595,513,599,512,469
1564274590.75,514,595,514,599,512,469
1564274591.75,514,595,513,600,512,469
1564274592.76,514,595,514,600,513,469
1564274593.76,514,595,514,601,515,469
1564274594.76,514,595,514,601,514,469
1564274595.76,514,594,514,601,514,469
1564274596.77,514,594,514,602,514,469
1564274597.77,514,594,514,602,514,469
1564274598.77,514,594,514,601,513,469
1564274599.77,514,594,514,601,513,468
1564274600.77,514,594,514,601,513,469
1564274601.78,514,594,514,601,513,468
1564274602.78,513,593,513,601,513,468
1564274603.78,514,594,513,601,513,468
1564274604.78,514,594,513,601,513,468
1564274605.78,513,594,513,601,512,468
1564274606.78,514,594,513,601,512,468
1564274607.79,514,594,513,601,508,464
1564274608.79,513,594,513,601,502,457
1564274609.79,514,594,513,601,496,450
1564274610.79,514,594,513,601,491,446
1564274611.79,513,594,513,601,488,442
1564274612.8,514,594,514,601,486,439
1564274613.8,514,594,514,601,484,436
1564274614.8,513,594,514,601,482,435
1564274615.8,513,594,514,601,481,433
1564274616.81,514,594,514,602,480,432
1564274617.81,513,593,514,602,480,431
1564274618.81,513,593,515,602,479,430
1564274619.81,513,593,515,601,478,430
1564274620.81,513,593,515,601,478,430
1564274621.82,514,593,516,601,478,430
1564274622.82,514,593,515,601,478,429
1564274623.82,513,593,516,601,478,429
1564274624.82,513,593,516,601,478,429
1564274625.82,514,593,516,601,477,429
1564274626.82,513,593,515,601,477,429
1564274627.83,513,593,515,601,477,429
1564274628.83,513,593,515,601,477,429
1564274629.83,513,593,515,601,477,429
1564274630.83,513,593,515,601,477,429
1564274631.83,513,593,515,601,477,429
1564274632.84,514,593,515,601,477,430
1564274633.84,513,593,515,601,477,429
1564274634.84,513,593,514,601,478,429
1564274635.84,513,593,513,602,477,429
1564274636.84,513,593,513,601,478,430
1564274637.85,513,593,513,601,478,430
1564274638.85,513,593,513,601,478,430
1564274639.85,513,593,512,601,478,430
1564274640.85,513,593,512,601,478,430
1564274641.86,513,594,512,601,478,430
1564274642.86,513,593,512,601,478,430
1564274643.86,513,593,512,601,478,430
1564274644.86,513,593,512,601,478,430
1564274645.86,513,593,512,601,479,430
1564274646.86,513,593,512,600,479,431
1564274647.87,513,593,512,601,479,431
1564274648.87,513,593,512,601,479,431
1564274649.87,513,593,511,601,479,431
1564274650.87,513,593,511,600,480,431
1564274651.87,513,593,511,601,479,431
1564274652.88,513,593,511,601,480,432
1564274653.88,513,593,510,601,479,431
1564274654.88,513,593,510,601,479,430
1564274655.88,513,593,510,601,478,430
1564274656.88,513,593,509,601,477,429
1564274657.89,513,593,509,601,476,428
1564274658.89,513,593,509,600,476,429
1564274659.89,513,594,509,600,476,428
1564274660.89,513,593,509,600,476,428
1564274661.9,513,593,509,600,476,428
1564274662.9,513,593,508,601,476,428
1564274663.9,513,593,508,600,476,428
1564274664.9,513,593,508,600,476,428
1564274665.9,513,593,508,601,476,428
1564274666.9,513,593,508,600,476,428
1564274667.9,513,593,508,601,476,428
1564274668.91,513,593,509,600,476,428
1564274669.91,513,594,509,600,476,428
1564274670.91,513,593,510,600,476,428
1564274671.91,513,593,510,600,476,428
1564274672.92,513,593,510,600,477,428
1564274673.92,513,593,510,600,477,428
1564274674.92,513,593,511,600,477,428
1564274675.92,513,593,511,600,477,429
1564274676.92,513,593,512,600,477,429
1564274677.93,513,593,512,600,477,429
1564274678.93,513,593,512,600,477,429
1564274679.93,513,593,512,600,477,429
1564274680.93,513,593,513,600,477,430
1564274681.93,513,593,512,600,478,430
1564274682.94,513,593,512,600,478,430
1564274683.94,513,593,512,600,478,430
1564274684.94,513,593,512,600,478,430
1564274685.94,513,593,512,600,478,430
1564274686.94,513,593,512,600,478,430
1564274687.94,513,593,511,600,478,430
1564274688.95,513,593,511,600,478,431
1564274689.95,513,593,511,600,479,431
1564274690.95,513,593,511,600,479,431
1564274691.95,513,593,511,600,478,431
1564274692.95,513,593,511,600,479,431
1564274693.96,513,593,511,600,479,431
1564274694.96,513,593,511,600,479,432
1564274695.96,513,593,511,600,479,432
1564274696.96,513,593,511,600,479,432
1564274697.97,513,593,512,600,479,432
1564274698.97,513,593,512,600,479,432
1564274699.97,513,593,512,600,479,432
1564274700.97,513,593,512,600,479,432
1564274701.97,512,593,512,600,480,432
1564274702.98,513,593,512,600,480,433
1564274703.98,513,593,512,600,480,433
1564274704.98,512,593,512,600,480,433
1564274705.98,513,593,513,600,480,433
1564274706.98,513,593,513,600,481,434
1564274707.98,513,593,513,600,481,433
1564274708.99,513,593,513,600,481,434
1564274709.99,513,593,513,600,481,434
1564274710.99,513,593,514,600,481,434
1564274711.99,513,593,514,600,481,434
1564274712.99,513,593,514,600,481,434
1564274714.0,513,593,515,600,481,434
1564274715.0,513,593,516,600,481,434
1564274716.0,513,593,516,600,481,434
1564274717.0,513,593,516,600,481,434
1564274718.01,513,593,516,600,482,434
1564274719.01,513,593,516,600,481,435
1564274720.01,513,593,517,600,481,434
1564274721.01,513,593,517,600,482,435
1564274722.01,513,593,517,600,481,435
1564274723.02,513,593,517,600,481,435
1564274724.02,513,593,516,600,482,435
1564274725.02,513,593,516,600,482,435
1564274726.02,513,593,516,600,482,436
1564274727.02,513,593,516,600,481,436
1564274728.02,513,593,515,600,482,436
1564274729.03,513,593,515,600,482,436
1564274730.03,513,593,515,600,482,436
1564274731.03,513,593,515,600,482,437
1564274732.03,513,593,515,600,482,436
1564274733.03,513,593,515,600,482,436
1564274734.04,513,593,514,600,482,436
1564274735.04,512,593,514,600,482,437
